name,label,settlement_type,ward_code,lga_code
S00597,Ibkoba,Village,W007,LGA01
S00580,Ibshako,Village,W007,LGA01
S00636,Ibwasa,Urban block,W007,LGA01
S00565,Irbata-Sabo,Hamlet,W007,LGA01
S00618,Irbefa-Arewa,Settlement,W007,LGA01
S00627,Irluri,Village,W007,LGA01
S00623,Irngoni,Village,W007,LGA01
S00624,Irrishi,Village,W007,LGA01
S00594,Jilama,Settlement,W007,LGA01
S00593,Jiyoma,Hamlet,W007,LGA01
S00631,Kabale,Village,W007,LGA01
S00609,Kabani,Settlement,W007,LGA01
S00568,Kangoma,Urban block,W007,LGA01
S00574,Kangoru,Village,W007,LGA01
S00552,Kawako-Tudun,Hamlet,W007,LGA01
S00557,Kutsifa,Village,W007,LGA01
S00650,Kuwale,Village,W007,LGA01
S00608,Kuyoba,Hamlet,W007,LGA01
S00586,Lobeko,Urban block,W007,LGA01
S00575,Lodutu,Village,W007,LGA01
S00535,Lolata,Hamlet,W007,LGA01
S00588,Loludu,Village,W007,LGA01
S00621,Makotu,Village,W007,LGA01
S00555,Malusa,Village,W007,LGA01
S00620,Nunaja,Village,W007,LGA01
S00638,Nusashi,Village,W007,LGA01
S00656,Okbaba-Tsakiya,Urban block,W007,LGA01
S00558,Okdutu,Village,W007,LGA01
S00590,Okshadu,Village,W007,LGA01
S00653,Oktiri-Gabas,Village,W007,LGA01
S00610,Oktiwo,Village,W007,LGA01
S00536,Oktsiko,Settlement,W007,LGA01
S00587,Oljile,Village,W007,LGA01
S00599,Olngosa,Urban block,W007,LGA01
S00549,Oltija,Village,W007,LGA01
S00649,Ribemi-Tsakiya,Settlement,W007,LGA01
S00643,Ririwa-Sabo,Urban block,W007,LGA01
S00612,Ritsiko,Village,W007,LGA01
S00545,Sabemi-Sabo,Village,W007,LGA01
S00563,Saberi-Tudun,Village,W007,LGA01
S00601,Saraba,Settlement,W007,LGA01
S00592,Sariwa-Gabas,Village,W007,LGA01
S00547,Sasharu,Village,W007,LGA01
S00640,Sazaja,Hamlet,W007,LGA01
S00559,Suberu-Sabo,Hamlet,W007,LGA01
S00562,Sujitu,Village,W007,LGA01
S00651,Sushana-Arewa,Village,W007,LGA01
S00637,Sutita,Hamlet,W007,LGA01
S00625,Suyoru,Village,W007,LGA01
S00603,Talani,Village,W007,LGA01
S00628,Tanade,Hamlet,W007,LGA01
S00641,Tanafa-Yamma,Village,W007,LGA01
S00607,Tasari,Settlement,W007,LGA01
S00642,Tayosa,Village,W007,LGA01
S00542,Umlale,Village,W007,LGA01
S00554,Ummari,Hamlet,W007,LGA01
S00564,Umngole,Urban block,W007,LGA01
S00538,Umrami-Arewa,Hamlet,W007,LGA01
S00605,Uzdetu-Arewa,Hamlet,W007,LGA01
S00584,Uznatu,Urban block,W007,LGA01
S00602,Uzraba-Kofar,Hamlet,W007,LGA01
S00629,Uztiru,Settlement,W007,LGA01
S00647,Uztsile-Tudun,Urban block,W007,LGA01
S00561,Uzwaja,Urban block,W007,LGA01
S00571,Uzyole,Hamlet,W007,LGA01
S00551,Wabele,Urban block,W007,LGA01
S00553,Wabema-Yamma,Urban block,W007,LGA01
S00658,Waduna,Village,W007,LGA01
S00634,Wadusa,Urban block,W007,LGA01
S00579,Wanasa,Village,W007,LGA01
S00560,Waraba,Settlement,W007,LGA01
S00639,Waratu,Hamlet,W007,LGA01
S00544,Warita-Tsakiya,Village,W007,LGA01
S00576,Yebawa,Village,W007,LGA01
S00581,Yejija-Yamma,Urban block,W007,LGA01
S00635,Yenani,Village,W007,LGA01
S00600,Yenayi,Urban block,W007,LGA01
S00550,Yeriri,Settlement,W007,LGA01
S00648,Yewafa,Settlement,W007,LGA01
S00645,Yezako-Kofar,Hamlet,W007,LGA01
S00578,Zabeta,Hamlet,W007,LGA01
S00596,Zashari,Urban block,W007,LGA01
S01009,Addedu,Urban block,W014,LGA01
S01088,Adlata,Settlement,W014,LGA01
S01080,Adngodu,Village,W014,LGA01
S01083,Agbele,Hamlet,W014,LGA01
S01011,Agjima,Village,W014,LGA01
S01089,Agzani,Urban block,W014,LGA01
S01063,Banafa,Hamlet,W014,LGA01
S01018,Barile,Village,W014,LGA01
S01030,Batsiba-Tudun,Settlement,W014,LGA01
S01012,Bidude,Urban block,W014,LGA01
S01008,Bilatu-Tudun,Urban block,W014,LGA01
S01062,Dabemi,Village,W014,LGA01
S01038,Dajiyi,Village,W014,LGA01
S00998,Damade,Settlement,W014,LGA01
S01068,Datsiwa,Village,W014,LGA01
S01085,Dayoshi,Settlement,W014,LGA01
S01002,Dayoyi-Kofar,Village,W014,LGA01
S01026,Dokoja,Hamlet,W014,LGA01
S01006,Donasa,Village,W014,LGA01
S01033,Dosani-Tudun,Village,W014,LGA01
S01092,Doyodu,Village,W014,LGA01
S01005,Eksani,Urban block,W014,LGA01
S01073,Eksatu-Gabas,Settlement,W014,LGA01
S01032,Ekwawa,Hamlet,W014,LGA01
S01020,Ekyoni-Sabo,Hamlet,W014,LGA01
S01093,Ekyoyi,Village,W014,LGA01
S01052,Enbatu,Village,W014,LGA01
S01040,Enduma-Kofar,Urban block,W014,LGA01
S01024,Enlana,Urban block,W014,LGA01
S01053,Ennata,Village,W014,LGA01
S01071,Enrami,Village,W014,LGA01
S01065,Enshana,Village,W014,LGA01
S01021,Farata,Urban block,W014,LGA01
S01081,Fatsimi,Urban block,W014,LGA01
S01043,Fayoba,Village,W014,LGA01
S01057,Gulawa,Settlement,W014,LGA01
S01082,Guluyi,Urban block,W014,LGA01
S01023,Guraja,Village,W014,LGA01
S01039,Guyona-Kofar,Village,W014,LGA01
S01061,Hanami,Village,W014,LGA01
S01069,Hazayi,Village,W014,LGA01
S01001,Ibtini-Kofar,Settlement,W014,LGA01
S01041,Ibzashi,Village,W014,LGA01
S01070,Irdeni-Arewa,Village,W014,LGA01
S01025,Irdude,Urban block,W014,LGA01
S01087,Irlushi-Kudu,Village,W014,LGA01
S01059,Irwata,Settlement,W014,LGA01
S01028,Jidetu,Hamlet,W014,LGA01
S01054,Jidude,Village,W014,LGA01
S01004,Jiduyi-Sabo,Village,W014,LGA01
S01037,Kabeyi-Arewa,Village,W014,LGA01
S01010,Kangona,Village,W014,LGA01
S01029,Kuyowa,Urban block,W014,LGA01
S01003,Lokoba-Tudun,Village,W014,LGA01
S01090,Lolani,Village,W014,LGA01
S01046,Losami,Settlement,W014,LGA01
S01076,Matsiwo,Hamlet,W014,LGA01
S01036,Mazama,Urban block,W014,LGA01
S01000,Nudule,Village,W014,LGA01
S01042,Nungoko-Tudun,Village,W014,LGA01
S01031,Nurima,Urban block,W014,LGA01
S01035,Okberi,Village,W014,LGA01
S01060,Okdedu,Settlement,W014,LGA01
S01051,Okshami-Yamma,Village,W014,LGA01
S01013,Olngoru,Village,W014,LGA01
S01045,Rilana,Settlement,W014,LGA01
S01016,Rimadu,Village,W014,LGA01
S01015,Rinaru,Hamlet,W014,LGA01
S01050,Rishayi,Settlement,W014,LGA01
S01091,Ritiru,Hamlet,W014,LGA01
S01048,Sabeni,Hamlet,W014,LGA01
S01058,Salatu,Hamlet,W014,LGA01
S01079,Salude,Hamlet,W014,LGA01
S01064,Sanatu,Urban block,W014,LGA01
S01007,Sawashi,Hamlet,W014,LGA01
S01078,Subafa,Settlement,W014,LGA01
S01072,Sukoyi,Village,W014,LGA01
S01017,Sumari,Village,W014,LGA01
S01027,Suwama,Hamlet,W014,LGA01
S01044,Suyoshi,Hamlet,W014,LGA01
S01094,Taluba,Village,W014,LGA01
S01049,Talusa,Urban block,W014,LGA01
S01067,Tanani,Village,W014,LGA01
S01055,Umjidu,Village,W014,LGA01
S01056,Ummafa,Settlement,W014,LGA01
S01086,Umrina,Settlement,W014,LGA01
S01075,Uzkoba,Village,W014,LGA01
S01084,Uzlule,Hamlet,W014,LGA01
S00999,Uzsami-Arewa,Village,W014,LGA01
S01074,Waride-Tsakiya,Village,W014,LGA01
S01034,Wayode,Village,W014,LGA01
S01022,Yekoja,Village,W014,LGA01
S01014,Yerile,Settlement,W014,LGA01
S01047,Yetide,Hamlet,W014,LGA01
S01066,Zabeba-Kudu,Hamlet,W014,LGA01
S01019,Zaderu-Kudu,Settlement,W014,LGA01
S01077,Zashatu-Kudu,Hamlet,W014,LGA01
S00187,Adkoyi,Village,W002,LGA01
S00210,Adraba-Tudun,Village,W002,LGA01
S00182,Agbade,Hamlet,W002,LGA01
S00134,Agdede,Hamlet,W002,LGA01
S00176,Agjiyi,Village,W002,LGA01
S00191,Agyole-Tsakiya,Urban block,W002,LGA01
S00145,Agyoyi-Tudun,Village,W002,LGA01
S00124,Bakowa,Settlement,W002,LGA01
S00128,Bakoyi,Village,W002,LGA01
S00164,Balani,Village,W002,LGA01
S00215,Balutu-Kudu,Settlement,W002,LGA01
S00146,Bawawo,Village,W002,LGA01
S00184,Bibeko,Settlement,W002,LGA01
S00186,Bibemi-Gabas,Village,W002,LGA01
S00199,Bijidu,Village,W002,LGA01
S00220,Biluri,Village,W002,LGA01
S00175,Dadesa,Hamlet,W002,LGA01
S00150,Dakoba,Hamlet,W002,LGA01
S00201,Daluwa,Hamlet,W002,LGA01
S00139,Dangowo,Urban block,W002,LGA01
S00165,Dariko,Hamlet,W002,LGA01
S00130,Dariru,Urban block,W002,LGA01
S00160,Dasatu-Tsakiya,Village,W002,LGA01
S00154,Datsiwo,Village,W002,LGA01
S00218,Ekluri-Tsakiya,Village,W002,LGA01
S00190,Ekshayi,Village,W002,LGA01
S00194,Enmari,Village,W002,LGA01
S00206,Fadeja,Village,W002,LGA01
S00173,Fakowo,Village,W002,LGA01
S00198,Fangoni,Urban block,W002,LGA01
S00185,Fangosa,Village,W002,LGA01
S00168,Fashadu,Urban block,W002,LGA01
S00136,Gulani,Village,W002,LGA01
S00140,Guyoba,Village,W002,LGA01
S00178,Habale,Urban block,W002,LGA01
S00151,Hamade,Village,W002,LGA01
S00158,Hangoshi,Urban block,W002,LGA01
S00200,Hawale,Village,W002,LGA01
S00153,Iblawa-Kofar,Urban block,W002,LGA01
S00152,Ibngona-Arewa,Hamlet,W002,LGA01
S00177,Ibritu,Village,W002,LGA01
S00217,Ibtsiyi,Hamlet,W002,LGA01
S00163,Ibwari,Settlement,W002,LGA01
S00121,Irbafa,Settlement,W002,LGA01
S00174,Irbema,Hamlet,W002,LGA01
S00180,Irngomi,Hamlet,W002,LGA01
S00188,Jidedu,Urban block,W002,LGA01
S00157,Jimashi,Settlement,W002,LGA01
S00162,Jitsifa,Hamlet,W002,LGA01
S00202,Kudema-Gabas,Settlement,W002,LGA01
S00213,Kuyoma,Village,W002,LGA01
S00161,Kuzaru,Urban block,W002,LGA01
S00172,Lobemi,Hamlet,W002,LGA01
S00133,Loduja,Village,W002,LGA01
S00138,Lorade-Sabo,Urban block,W002,LGA01
S00137,Lotisa,Hamlet,W002,LGA01
S00143,Lowade,Hamlet,W002,LGA01
S00123,Mabani,Village,W002,LGA01
S00195,Mashafa,Village,W002,LGA01
S00129,Nudeja-Sabo,Village,W002,LGA01
S00216,Okbako,Village,W002,LGA01
S00125,Okmari,Urban block,W002,LGA01
S00208,Okzatu,Hamlet,W002,LGA01
S00127,Ollawo,Hamlet,W002,LGA01
S00171,Olmami-Yamma,Urban block,W002,LGA01
S00170,Olrita,Hamlet,W002,LGA01
S00141,Ribafa,Hamlet,W002,LGA01
S00148,Ribaja,Village,W002,LGA01
S00207,Rizani,Village,W002,LGA01
S00212,Sanana,Village,W002,LGA01
S00166,Sarishi-Arewa,Urban block,W002,LGA01
S00189,Satisa,Settlement,W002,LGA01
S00131,Sazashi,Village,W002,LGA01
S00214,Suduru-Gabas,Hamlet,W002,LGA01
S00149,Sularu,Village,W002,LGA01
S00155,Sunako,Urban block,W002,LGA01
S00169,Surasa,Hamlet,W002,LGA01
S00193,Takofa,Village,W002,LGA01
S00132,Tangowa-Arewa,Village,W002,LGA01
S00167,Umluwo,Village,W002,LGA01
S00211,Uzkotu,Settlement,W002,LGA01
S00205,Uznashi,Urban block,W002,LGA01
S00126,Uzshani,Hamlet,W002,LGA01
S00219,Uztsija,Village,W002,LGA01
S00204,Waluwo,Hamlet,W002,LGA01
S00147,Watsiyi,Hamlet,W002,LGA01
S00183,Wayoru-Sabo,Village,W002,LGA01
S00135,Yebede,Village,W002,LGA01
S00156,Yelata,Settlement,W002,LGA01
S00197,Yetiba,Village,W002,LGA01
S00142,Yetsina,Urban block,W002,LGA01
S00209,Yetsiwa-Kudu,Village,W002,LGA01
S00179,Yezawo,Village,W002,LGA01
S00122,Zajija,Village,W002,LGA01
S00192,Zajitu,Village,W002,LGA01
S00196,Zakotu-Tsakiya,Hamlet,W002,LGA01
S00159,Zashaja,Urban block,W002,LGA01
S00203,Zatija,Hamlet,W002,LGA01
S00181,Zayowo,Village,W002,LGA01
S00144,Zazashi,Village,W002,LGA01
S00106,Adbaru,Settlement,W001,LGA01
S00085,Adbeta,Hamlet,W001,LGA01
S00080,Adnade-Kofar,Village,W001,LGA01
S00068,Adrija-Sabo,Village,W001,LGA01
S00037,Adtsitu,Village,W001,LGA01
S00097,Agbawo,Urban block,W001,LGA01
S00092,Agtsiko-Gabas,Village,W001,LGA01
S00059,Agwako,Hamlet,W001,LGA01
S00111,Biduja-Sabo,Hamlet,W001,LGA01
S00015,Binako,Settlement,W001,LGA01
S00017,Biriyi,Urban block,W001,LGA01
S00006,Bishaja-Gabas,Hamlet,W001,LGA01
S00026,Dabedu,Hamlet,W001,LGA01
S00077,Dajisa,Village,W001,LGA01
S00042,Damako,Hamlet,W001,LGA01
S00065,Danasa,Hamlet,W001,LGA01
S00008,Danashi,Urban block,W001,LGA01
S00118,Donadu,Settlement,W001,LGA01
S00047,Dorita,Village,W001,LGA01
S00004,Dosari,Village,W001,LGA01
S00104,Dotina,Village,W001,LGA01
S00088,Ekrafa,Urban block,W001,LGA01
S00012,Ekrari,Hamlet,W001,LGA01
S00119,Ekshani,Village,W001,LGA01
S00110,Ekyosa,Village,W001,LGA01
S00010,Enjiru,Urban block,W001,LGA01
S00116,Enriru-Kofar,Settlement,W001,LGA01
S00044,Ensama,Hamlet,W001,LGA01
S00113,Enyowa,Village,W001,LGA01
S00094,Fakoshi,Hamlet,W001,LGA01
S00084,Faluni,Village,W001,LGA01
S00060,Fanaja,Hamlet,W001,LGA01
S00019,Fasatu,Hamlet,W001,LGA01
S00075,Fashale-Kofar,Hamlet,W001,LGA01
S00114,Gubade-Tsakiya,Urban block,W001,LGA01
S00108,Guludu,Village,W001,LGA01
S00074,Guluna,Settlement,W001,LGA01
S00070,Gungoshi,Settlement,W001,LGA01
S00020,Guwami-Yamma,Urban block,W001,LGA01
S00087,Hadema,Hamlet,W001,LGA01
S00002,Haduni,Urban block,W001,LGA01
S00098,Halusa,Hamlet,W001,LGA01
S00081,Haluyi,Hamlet,W001,LGA01
S00053,Hatsiwo,Village,W001,LGA01
S00120,Hazatu,Urban block,W001,LGA01
S00023,Ibdutu,Village,W001,LGA01
S00055,Ibmaja,Village,W001,LGA01
S00056,Ibrawo,Urban block,W001,LGA01
S00112,Ibshade,Settlement,W001,LGA01
S00090,Irdema,Hamlet,W001,LGA01
S00102,Irduri,Hamlet,W001,LGA01
S00033,Irlatu-Gabas,Settlement,W001,LGA01
S00050,Irluko,Settlement,W001,LGA01
S00062,Irsadu-Sabo,Hamlet,W001,LGA01
S00072,Irzatu,Urban block,W001,LGA01
S00039,Jideni,Village,W001,LGA01
S00089,Jiduja,Village,W001,LGA01
S00022,Jimawa,Village,W001,LGA01
S00034,Jitifa,Hamlet,W001,LGA01
S00049,Kadudu,Village,W001,LGA01
S00082,Kaladu,Village,W001,LGA01
S00105,Kaluja,Urban block,W001,LGA01
S00029,Kangofa,Village,W001,LGA01
S00046,Kasama-Tudun,Settlement,W001,LGA01
S00095,Kashako,Hamlet,W001,LGA01
S00051,Kulama,Village,W001,LGA01
S00011,Kushatu,Hamlet,W001,LGA01
S00093,Lobaba,Settlement,W001,LGA01
S00041,Lodule,Village,W001,LGA01
S00078,Lolale,Hamlet,W001,LGA01
S00054,Loshaja,Village,W001,LGA01
S00035,Makole-Arewa,Village,W001,LGA01
S00100,Mashasa,Village,W001,LGA01
S00024,Mashashi,Settlement,W001,LGA01
S00109,Numawa,Village,W001,LGA01
S00083,Nuwaja,Urban block,W001,LGA01
S00057,Nuwani,Urban block,W001,LGA01
S00096,Okkotu,Urban block,W001,LGA01
S00032,Okmaba,Village,W001,LGA01
S00021,Okmata-Sabo,Village,W001,LGA01
S00115,Okngowa,Village,W001,LGA01
S00064,Okwadu,Village,W001,LGA01
S00086,Ollale,Urban block,W001,LGA01
S00018,Oltiko,Settlement,W001,LGA01
S00099,Ribeni,Village,W001,LGA01
S00036,Ridewo-Gabas,Settlement,W001,LGA01
S00063,Ringowa,Urban block,W001,LGA01
S00027,Riwayi,Village,W001,LGA01
S00073,Riyoma-Gabas,Urban block,W001,LGA01
S00013,Rizadu,Village,W001,LGA01
S00091,Saluru,Village,W001,LGA01
S00117,Sarade,Village,W001,LGA01
S00067,Sayowa,Hamlet,W001,LGA01
S00040,Sazafa,Urban block,W001,LGA01
S00101,Suludu-Arewa,Urban block,W001,LGA01
S00001,Surawa,Village,W001,LGA01
S00030,Suriru,Hamlet,W001,LGA01
S00071,Sutiwo,Village,W001,LGA01
S00048,Taduri,Village,W001,LGA01
S00076,Tarani,Urban block,W001,LGA01
S00066,Tararu-Gabas,Urban block,W001,LGA01
S00043,Taritu,Village,W001,LGA01
S00052,Tasama,Village,W001,LGA01
S00103,Tashade-Kudu,Hamlet,W001,LGA01
S00058,Umratu,Village,W001,LGA01
S00038,Umsayi,Village,W001,LGA01
S00016,Umzashi,Urban block,W001,LGA01
S00045,Uzbena,Village,W001,LGA01
S00007,Uzduma,Urban block,W001,LGA01
S00009,Uzrita,Hamlet,W001,LGA01
S00005,Wabade,Village,W001,LGA01
S00025,Wamade,Village,W001,LGA01
S00031,Wamako,Urban block,W001,LGA01
S00079,Warana,Hamlet,W001,LGA01
S00003,Watiru,Hamlet,W001,LGA01
S00107,Wawatu,Urban block,W001,LGA01
S00028,Yerifa,Settlement,W001,LGA01
S00069,Zakole-Arewa,Urban block,W001,LGA01
S00014,Zasafa,Urban block,W001,LGA01
S00061,Zawatu,Hamlet,W001,LGA01
S01460,Adngoba,Village,W020,LGA01
S01509,Agmasa,Village,W020,LGA01
S01473,Agmawa,Hamlet,W020,LGA01
S01431,Agzaba,Village,W020,LGA01
S01494,Bikoyi,Village,W020,LGA01
S01453,Bingoyi,Urban block,W020,LGA01
S01512,Bisaru,Urban block,W020,LGA01
S01490,Biyoba,Urban block,W020,LGA01
S01501,Dabeba,Village,W020,LGA01
S01429,Darana-Arewa,Hamlet,W020,LGA01
S01481,Domade-Yamma,Village,W020,LGA01
S01506,Enjisa,Village,W020,LGA01
S01425,Ensaba,Village,W020,LGA01
S01467,Gukori,Hamlet,W020,LGA01
S01448,Gumawa,Hamlet,W020,LGA01
S01443,Gusade-Kofar,Village,W020,LGA01
S01464,Hajidu,Hamlet,W020,LGA01
S01447,Halata,Village,W020,LGA01
S01477,Hamako-Kofar,Village,W020,LGA01
S01480,Hasale,Urban block,W020,LGA01
S01463,Hayole,Village,W020,LGA01
S01424,Ibbasa,Village,W020,LGA01
S01438,Ibwadu,Settlement,W020,LGA01
S01475,Ibwaja,Village,W020,LGA01
S01436,Ibyosa,Hamlet,W020,LGA01
S01508,Irjitu,Hamlet,W020,LGA01
S01458,Irshani,Settlement,W020,LGA01
S01483,Irtsishi,Village,W020,LGA01
S01440,Jidudu,Hamlet,W020,LGA01
S01432,Jiradu,Urban block,W020,LGA01
S01486,Jirale,Urban block,W020,LGA01
S01497,Jisafa,Settlement,W020,LGA01
S01449,Jiwako,Village,W020,LGA01
S01433,Jiwatu,Village,W020,LGA01
S01489,Kaludu-Sabo,Village,W020,LGA01
S01442,Kaluyi,Hamlet,W020,LGA01
S01472,Kashashi-Gabas,Hamlet,W020,LGA01
S01435,Kudena,Village,W020,LGA01
S01456,Kujidu-Kofar,Village,W020,LGA01
S01493,Kukoru,Urban block,W020,LGA01
S01470,Lobale,Settlement,W020,LGA01
S01510,Lodushi,Village,W020,LGA01
S01451,Lojini-Tsakiya,Urban block,W020,LGA01
S01441,Lolako,Village,W020,LGA01
S01428,Mabema,Hamlet,W020,LGA01
S01452,Mamadu,Hamlet,W020,LGA01
S01505,Matsiko,Village,W020,LGA01
S01504,Nurima-Yamma,Hamlet,W020,LGA01
S01502,Nusade,Urban block,W020,LGA01
S01474,Nusale,Hamlet,W020,LGA01
S01485,Nushaja,Urban block,W020,LGA01
S01465,Nutiri,Hamlet,W020,LGA01
S01495,Okmayi,Village,W020,LGA01
S01511,Oknani,Settlement,W020,LGA01
S01466,Olmata,Village,W020,LGA01
S01479,Risani-Gabas,Urban block,W020,LGA01
S01488,Sabawo,Village,W020,LGA01
S01450,Sabewo-Gabas,Urban block,W020,LGA01
S01496,Sabeyi,Village,W020,LGA01
S01482,Saduma,Urban block,W020,LGA01
S01437,Sanami,Hamlet,W020,LGA01
S01487,Sayoba-Kofar,Village,W020,LGA01
S01471,Sazami-Yamma,Hamlet,W020,LGA01
S01434,Sudeja-Tsakiya,Urban block,W020,LGA01
S01439,Suduri,Urban block,W020,LGA01
S01469,Suluja-Tudun,Village,W020,LGA01
S01507,Susade-Tudun,Urban block,W020,LGA01
S01446,Tabami,Village,W020,LGA01
S01430,Taberu,Hamlet,W020,LGA01
S01476,Tayoni,Hamlet,W020,LGA01
S01503,Umbaba,Hamlet,W020,LGA01
S01492,Umdumi-Tudun,Hamlet,W020,LGA01
S01427,Ummasa-Tudun,Urban block,W020,LGA01
S01500,Umsade,Hamlet,W020,LGA01
S01478,Umshako,Village,W020,LGA01
S01491,Uzngoni-Kofar,Village,W020,LGA01
S01454,Uzrani,Urban block,W020,LGA01
S01459,Wabawa,Settlement,W020,LGA01
S01484,Wajiri,Urban block,W020,LGA01
S01445,Wakoba,Hamlet,W020,LGA01
S01426,Warashi,Village,W020,LGA01
S01444,Yenatu,Urban block,W020,LGA01
S01499,Yerifa-Arewa,Urban block,W020,LGA01
S01457,Yeyode,Village,W020,LGA01
S01498,Zabeni,Settlement,W020,LGA01
S01461,Zabetu-Gabas,Hamlet,W020,LGA01
S01513,Zakoja,Settlement,W020,LGA01
S01468,Zamayi,Village,W020,LGA01
S01462,Zatsima,Hamlet,W020,LGA01
S01455,Zazata,Urban block,W020,LGA01
S00453,Adlashi,Village,W006,LGA01
S00484,Adngoyi,Village,W006,LGA01
S00440,Adtsiwa-Tsakiya,Settlement,W006,LGA01
S00529,Adyoyi,Urban block,W006,LGA01
S00466,Agrade,Hamlet,W006,LGA01
S00523,Agrifa,Settlement,W006,LGA01
S00420,Badede,Urban block,W006,LGA01
S00444,Bakota,Village,W006,LGA01
S00528,Bamaba,Village,W006,LGA01
S00483,Bawako,Urban block,W006,LGA01
S00448,Bayode,Settlement,W006,LGA01
S00454,Bazasa,Village,W006,LGA01
S00413,Bideyi,Settlement,W006,LGA01
S00488,Biluba,Village,W006,LGA01
S00458,Bilufa,Urban block,W006,LGA01
S00414,Bitsiri,Hamlet,W006,LGA01
S00438,Biyoru,Hamlet,W006,LGA01
S00509,Damashi,Urban block,W006,LGA01
S00419,Dangowa,Village,W006,LGA01
S00481,Dodufa-Tudun,Settlement,W006,LGA01
S00534,Ekrayi,Village,W006,LGA01
S00411,Enbewa,Hamlet,W006,LGA01
S00442,Enlale,Hamlet,W006,LGA01
S00434,Ennawa-Gabas,Hamlet,W006,LGA01
S00504,Enngori,Hamlet,W006,LGA01
S00470,Enzawo,Urban block,W006,LGA01
S00409,Famako,Village,W006,LGA01
S00501,Fanawo,Village,W006,LGA01
S00493,Fashana,Settlement,W006,LGA01
S00517,Fawaba,Village,W006,LGA01
S00521,Fazana,Hamlet,W006,LGA01
S00424,Gubemi,Urban block,W006,LGA01
S00445,Gunana,Village,W006,LGA01
S00457,Gurita,Hamlet,W006,LGA01
S00412,Gutina,Village,W006,LGA01
S00474,Gutina-Tsakiya,Hamlet,W006,LGA01
S00518,Hajiri,Hamlet,W006,LGA01
S00416,Hakowo,Village,W006,LGA01
S00472,Harasa,Hamlet,W006,LGA01
S00439,Hasawo,Hamlet,W006,LGA01
S00467,Hazadu,Settlement,W006,LGA01
S00530,Ibbefa,Village,W006,LGA01
S00507,Ibdeba,Hamlet,W006,LGA01
S00436,Ibduko,Urban block,W006,LGA01
S00460,Ibluna,Settlement,W006,LGA01
S00446,Ibnani,Village,W006,LGA01
S00499,Ibngodu,Village,W006,LGA01
S00490,Ibsayi,Urban block,W006,LGA01
S00443,Ibtiba,Settlement,W006,LGA01
S00498,Ibzadu,Settlement,W006,LGA01
S00514,Irlufa-Gabas,Hamlet,W006,LGA01
S00468,Jibena-Kudu,Hamlet,W006,LGA01
S00430,Jimani,Hamlet,W006,LGA01
S00487,Jirita,Hamlet,W006,LGA01
S00511,Jiyoni,Village,W006,LGA01
S00533,Kadetu,Village,W006,LGA01
S00452,Kalude,Village,W006,LGA01
S00477,Kalule,Village,W006,LGA01
S00496,Kalushi,Village,W006,LGA01
S00441,Kangotu,Village,W006,LGA01
S00494,Kasashi,Village,W006,LGA01
S00431,Katsidu,Settlement,W006,LGA01
S00425,Kawama,Hamlet,W006,LGA01
S00432,Kazaru,Hamlet,W006,LGA01
S00479,Kungoma-Tsakiya,Settlement,W006,LGA01
S00450,Kuwadu,Hamlet,W006,LGA01
S00408,Longoko,Hamlet,W006,LGA01
S00520,Lorata,Settlement,W006,LGA01
S00459,Lorisa,Village,W006,LGA01
S00522,Losale,Village,W006,LGA01
S00512,Loyode,Village,W006,LGA01
S00503,Nudeja,Settlement,W006,LGA01
S00482,Nuwade,Hamlet,W006,LGA01
S00428,Okderu,Urban block,W006,LGA01
S00478,Okkona,Hamlet,W006,LGA01
S00418,Oknami,Settlement,W006,LGA01
S00435,Okrasa,Village,W006,LGA01
S00469,Oksawa,Urban block,W006,LGA01
S00513,Okshami,Hamlet,W006,LGA01
S00485,Okzashi-Tsakiya,Hamlet,W006,LGA01
S00505,Oldeko,Hamlet,W006,LGA01
S00447,Ollule,Village,W006,LGA01
S00516,Olzaja,Village,W006,LGA01
S00463,Risaja,Hamlet,W006,LGA01
S00451,Subafa-Sabo,Village,W006,LGA01
S00437,Subatu,Hamlet,W006,LGA01
S00427,Sujimi,Village,W006,LGA01
S00526,Sujiri,Village,W006,LGA01
S00508,Sukona,Village,W006,LGA01
S00492,Suludu,Urban block,W006,LGA01
S00480,Sulufa-Yamma,Urban block,W006,LGA01
S00426,Sungofa,Village,W006,LGA01
S00497,Sungori-Arewa,Urban block,W006,LGA01
S00506,Surashi-Kudu,Urban block,W006,LGA01
S00527,Sushata,Hamlet,W006,LGA01
S00491,Sutsija,Settlement,W006,LGA01
S00429,Sutsiri,Urban block,W006,LGA01
S00417,Sutsiwa,Hamlet,W006,LGA01
S00456,Talaru,Urban block,W006,LGA01
S00489,Tangoma,Village,W006,LGA01
S00525,Tayona,Village,W006,LGA01
S00423,Umdemi-Tudun,Village,W006,LGA01
S00422,Umlami,Urban block,W006,LGA01
S00524,Umnana-Tudun,Hamlet,W006,LGA01
S00510,Umtima,Hamlet,W006,LGA01
S00455,Umwana,Village,W006,LGA01
S00502,Uzwata-Yamma,Urban block,W006,LGA01
S00532,Wabeyi,Urban block,W006,LGA01
S00473,Waduru,Hamlet,W006,LGA01
S00464,Waludu,Settlement,W006,LGA01
S00461,Wasawa,Village,W006,LGA01
S00465,Washata,Hamlet,W006,LGA01
S00410,Watsija,Village,W006,LGA01
S00462,Wayoni,Urban block,W006,LGA01
S00415,Yedeja-Arewa,Urban block,W006,LGA01
